context_id	word	gold_sense_id	predict_sense_id	positions	context
63	балка	1		87-91	собираться очень много весна текущий год обращать внимание плохой состояние балка колокольня иван великий висеть колокол так называть филаретова
64	балка	1		97-102	изображение видеть муж лежать какой-то хлам придавливать тяжелый деревянный балка постанывать слабо шевелить ладонь
65	балка	1		110-114	опыт внедрение система каркасный строительство выступать директор белниис александр иванович мордич -балка африка балка железобетоть начинать выступление шутка александр
66	балка	1		73-78	стена свисать пучок трава связка лук перец чеснок потолочный балка подвешивать чучело странный зверь жихарь мочь узнавать
67	балка	1		83-87	сравнение предыдущий модель задний часть автомобиль устанавливать балка больший объем защита салон подушка безопасность наполняться этап
68	балка	1		100-104	промежуток ширина смотреть измельченный шлак перекрытие горизонтальный состоять деревянный балка доска толщина дюйм подготовка тощий бетон придание
69	балка	1		122-126	-параметрический оптимизация решение являться балочный конструкция необходимый минимизация весы ребро масса балка
70	балка	1		88-92	пламя градус быть обувь невминаемый носок падать допускать пожарний балка нога нога оставаться целый шлем теперь напоминать персональный компьютер оснащать
71	балка	1		80-84	годовалый девочка висеть рядком веревка привязывать специально вбивать балка крюк девочка видимо малый вес еще живой врач потом
72	балка	1		97-101	быть признак стоить обращать особый внимание срубить винт хвостовый балка говорить машина попадать сверхэкстремальный ситуация двигатель винт
73	балка	1		89-93	запущенный находить возможный прикреплять потолок дуговый лампа ветхость балка дессей полагать теперь приток свежий воздух ускорять процесс гниение бухарест
74	балка	1		72-76	туесок крупный битый стекло соль потолок привязывать балка мешочек оказываться окаменеть мука спрятать мышь потом потом
75	балка	1		93-97	юбилейный 30-й саммит россия рождественский базар многоярусный елка металлический слово местный житель «толерантный уступка мусульманам» стайка отдыхать школяр моросящий
76	балка	1		82-86	дерево повсюду пол массив тика потолок квадрат деревянный балка диван кресло стул красный дерево большой обеденный стол модный сейчас
77	балка	1		104-108	огромный полутемный зал высокий кирпичный арка контрфорс мощный почернеть время деревянный балка золотистый пыль узкий оранжевый солнечный луч эффектный говорить похожий
78	балка	1		88-92	влажный земля больше терпеть невозможный дьякон закричать прыгать какой-то балка печь кирпич кидаться перелыгинский дом слышный сзади падать
79	балка	1		91-95	«exit'а» точка откуда делать прыжок бэйсер выделять отметка первый длинный балка высота метр выступать ресторан «седьмой небо» похожий
80	балка	1		100-104	институт еще студент принимать активный участие расчет армировать конструкция опор,балка плита год спроектировать вокзал новосибирск 1930-е
81	балка	1		91-95	ухо кролик связывать крепкий веревка второй конец веревка перекидывать балка потолок кролик слегка подтягивать вручить второй конец веревка отпускать
82	балка	2		79-83	страшный теперь сказка баба-яга гора логово глубокий балка пойти топливо там стена глубокий чаша небо там синий -сина куст
83	балка	2		82-86	обозный повозка приближаться батарея расположенный где-то степной балка вокруг деревце ровный сухой степь милый сердце вдруг послышаться
84	балка	2		78-82	желтый кровяной узор дубленку белокурый вечер бугор терновый балка погромыхивать выстрел станица побить собака приниженно лежать тишина уже заголубеть сумерки
85	балка	2		79-83	год часть асбестовый отходы вывезти полигон тбо первомайский балка данные основной объем асбест пора хранить северный
86	балка	2		79-83	поле земля черный молча лежать дуть ветер меж невидимый кустарник балка щебнистой пустырь там где рано хутор скосить снаряд дорога
87	балка	2		83-88	цепь направление выстрел цепь стоять опушка лес спускаться голый балка ветер тянуть лес спуск балка
88	балка	2		84-88	индивидуальный строительство долг нужный решать «золотой балке» вопрос землеотвод сам предлагать отстаивать совершенно
89	балка	2		75-79	сошеться пора русь предостаточно ведьмин владение яр роща ,балка хребтоварищ шайтан дьявол злой дух другой местный представитель нечистый
90	балка	2		54-58	час ялта теперь час балка добыть пропуск добыть пропуск очень что-то
91	балка	2		100-104	фарватер бухта постепенно заиливаться регулярный отвал крупный фракция щебень район васильевский балка декабрь прошлый год приводить мощный оползня груда камень оказываться
92	балка	2		84-88	естественный участок ближайший тыл позиция балка мокрый мечетка лежать дно балка селам городище уваровка давать надежный укрытие огонь
93	балка	2		65-69	пасека быть еще пасека усомниться уже подходить балка пасека быть душистый сено лежать копной всегда
94	балка	2		79-83	межевой столб весна год переносить калиновый угол сторона балка честный колхозник переносить спрямить линия граница оттяпать
95	балка	2		71-75	гскать румын кавбригада румын продолжать контратака направление балка нв успеновка елизаветовка попытка противник сила пункт переходить контратака
96	балка	2		87-91	число отношение проходить путь остающемусь коляска выбраться последний балка наконец взъехать почтовый большак город оставаться
97	балка	2		99-103	продолжать удерживать павлоград штаб группа павлоград сд занимать рубеж оборона цыгановка ,балкий московск балка вошивый иск. троицкое сд обороняться прежний рубеж
98	балка	2		69-73	гриб лес вдоволь день татьяна мирный ночевать балка ждать помощь оказываться очень находчивый облагать сухой дерево ветка
99	балка	2		78-82	сам шамиль партия спускаться гора казаться вершина близкий балка справа стать спускаться вниз маленький генерал теплый черный сюртук
100	балка	2		61-65	машина хозяйка убежать дом немец свернуть съезд балка поехать жандармерия ребята перетаскать мешок клуб прятать подвал
101	балка	2		85-89	наклон поверхность склон край динамический мулед подработкй овраг балка направление перпендикулярный тальвег следовать выбирать направление движение забой план
102	балка	2		92-97	потревожать ранний бег вид длинный голубой тень теряться неглубокий балка обед разгорячеть устать забиваться левушкин домик топить печь
103	балка	2		85-89	земляной подвал где храниться керосин контора стоять далеко самый «балки» спуск берег солнце пекло одевать парусина
104	балка	2		79-83	каждый минута грозить степной весенний распутица каждый ярка каждый балка шумный поток снеговой вода черный оголенный дорога резать лошадь заморозк утренник
105	балка	2		77-81	глубокий отбежать шаг девушка мочь уже видеть балка река лес степь поглотить
106	балка	2		70-74	выскакивать чуть вверх склон выглядывать воронка видеть дно балка пещера идти вода утробный рокот камень сгребать путь
107	балка	2		72-76	знать полезть карман кисет петька стремительно скатываться балка григорий странно путаться непослушный нога бег черепаший сердце колоться
108	балка	2		72-76	затяжной весна снег таять постепенно уходить замерзать земля балка почва пояснять специалист результат апрель приходить
109	балка	2		79-83	мочь растащить завал напоминать неделя назад верховье балка происходить пожар сгорать гектар можжевельник фисташка сам балка писать газета заваливать
110	балка	2		71-75	капкан ставить машина подломать вверх торман балка лететь спасибо бог спасать поджигать
111	балка	2		78-82	юго-запад бывший имение «грезы» заросль кустарник дерево балка немецкий палач устраивать колодец смертитраница данные гидрогеологический изыскание свидетельский
112	балка	2		78-82	почуять усталость позади лежать бессонный ночь просить тело покой устье балка чуть подниматься взгорок тень тимофей ложиться отдыхать засыпать просыпаться
113	балка	2		74-78	нырять казаться край свет вблизи высота скат балка медленный широкий полукольцо танк тесно охватывать берег слева мост быть
114	балка	2		92-98	кухня сарай соседний дом вставать зарево освещать склон холм изрезывать падин балка неверный свет казаться бездонный хутор гореть другой день тимофей
115	балка	2		75-80	высота южный берег река левый станица пространство балка вчера отрезать немец где недавно оживать орудие противотанковый ружье
116	балка	2		72-77	сок вылизывать камень ночь искать балка лесной чаща
117	балка	2		90-95	оп противотанковый противопехотный готовность допускать скопление артиллерия балка ущелье переправа являться мишень мелкий группа танк автоматчик
118	балка	2		67-71	кожа пот некульев арина идти степь спускаться балка где наверху склонять голова солнце подсолнух внизу пересвистываться замирать неподвижно
119	балка	2		82-86	наконец полицейский становиться видно дом шевцов начинаться крутой спуск балка вспышка рассеянный отражать свет вдали говорить «полицай» по-прежнему
120	вид	1		87-90	смешение raffaello однако судебный спор «ландрина» роспатент охрана внешний вид raffaello продолжаться группа ferrero открывать московский представительство год
121	вид	1		92-94	дизельный двигатель другой современный механизм оставлять внимание внешний вид как хороший украшать грузовой автомобиль нарушать технический целесообразность решать ставить
122	вид	1		78-80	углубляться немец страна опасный становиться положение иметь вид ученик держать трудный экзамен ареопагой строгий профессор добродушный толстяк жоффр
123	вид	1		96-98	остафьев отвечать расстановка господин голядкин наблюдать немного таинственный вид подергивать немного бровь смотреть земля стараться попадать надлежащий тон
124	вид	1		100-102	метод определение координата точка параметрическое уравнение прямой линия иметь следующий вид <formula> где координата точка прямой коэффициент
125	вид	1		81-83	время множество сильный новый ощущение природа кавказ азиатский турция вид убитый раненый затруднение усталость походный жизнь возможность опасность пушкин
126	вид	1		100-102	появляться напоминание родитель следить играть ребенок сам оборудование площадка изменять вид боковой опора качели снабдить дополнительный конструкция ребенок засовывать туда голова
127	вид	1		65-69	маринетти маринетти явиться газета новый рука грозный вид спрашивать
128	вид	1		108-111	артюшка вдохновляться собственный фантазия вызывать желание представлять жизнь арапчонк самый ужасный вид разбирать анафема безответный мальчонка хоть негр
129	вид	1		99-102	дома фигурка типичный французский буржуа козлиный бородка переодеваний воинственный вид придавать приходиться вкус французский солдат народ опасный
130	вид	1		95-98	складываться обстоятельство теперь оправдываться колян потеря товарный вид машина унизительный пробежка тапочка наивный приготовление
131	вид	1		79-83	хозяйственный постройка поселения веселить глаз радовать душа вид обихоженный человеческий жилье еще забывать понятие название матица матница
132	вид	1		66-68	мышь сторона обрезывать косой придавать вид особенный правильность рядом скирда виднеться стожок сено тщательно покрывать солома
133	вид	1		91-93	рациональный психотерапия первый бросаться глаз вход корпус «гражданский»вид вагнер спортивный костюм бразилец джинсы куртка судить
134	вид	1		82-84	изнеможение откинуться спинка диван сила казаться оставлять иметь вид восковой фигура полузакрытый потухший глаз сам разуметься дама
135	вид	1		89-91	неопределять цвет пиджак натянуть бровь кепка. как дополнять нелюдимый вид пол пиджак выглядывать финка кожаный ножны финка дубинин
136	вид	1		92-95	безошибочно можно заключать столько нарядный платье сколько величественный вид осанка подходить бричка спрашивать здесь? «дозволь прежде сходить
137	вид	1		34-38	верден обращаться карпов вид недоумение язвительный усмешка баевой парятка кашиться термин нетинский карпов по-вашему
138	вид	1		69-71	пора иваницкий первый раз видеть калерия принимать другой вид дом леонид уже киев иваницкий овладевать совершенно ум
139	вид	1		89-93	больной видимо смягчаться стараться скрывать смягчение нахмурить вид нечего злиться душа отвечать уже довольно нежный еще
140	вид	1		84-86	прямо эмма еще мгновение растерзать задушить эмма иссохнуть рука вид человек приводить бешенство видеть враг
141	вид	1		99-102	ворот дом стоять большой фура нагроможденный мертвый тело человек страшный вид разодрать одежда толпиться повозка свет факел раствориться окно
142	вид	1		55-58	огромный рот вид хохол перо наконец вид фаллос следовать думать фигура далеко исчерпывать запас символ
143	вид	1		66-68	приближать значение sin sin п(b прочий принимать следующий вид <formula> первый уравнение известный обыкновенный тригонометрия последний
144	вид	1		101-104	группа депутат «един россии» внести законопроект ужесточать наказание вождение нетрезвый вид середина март проходить первый чтение второй чтение предложение
145	вид	1		77-80	видеть поэт представлять шаровары новый русский отдых жуткий вид бот почему-то сидеть отставить сторона шестиструнный гитара играть
146	вид	1		79-82	как так удаваться нарушитель поймать еще закамуфлированный вид выходить пограничник трибуна начинать рассказ охранять значит государственный граница
147	вид	1		97-100	вечер заниматься лучано спаллетти ответ вопрос сложно формулировать печатогеничный вид совершенно точно вечер вспоминать наиболее образно-емкий итальянский слово
148	вид	1		108-111	иракский террорист обезглавливать американец приговор война попадать нормальный вид парень превращаться монстр
149	вид	1		91-94	холодный кабинет писать мебель сидеть мужичок пролетарский вид девушка колмогоровец главный юра удовольствие
150	вид	1		68-71	нужный очень подковать философия доходить вид ботаник зоология география наука неизбежно описательный другой быть
151	вид	1		61-64	пить брат разум франческо вакка сша вид парень парень рот разинуть дырка язык достойно
152	вид	1		62-65	разный материя птица феникс вид свойство особливо столь редко видима тогда прилетать
153	вид	1		92-95	разведшкола картина «бегств мистер мак-кинли» быть крохотный эпизод развратный вид субъект предлагать банионис нимфетка режиссер швейцер браться экранизировать киноповесть леонид леонова
154	вид	1		74-76	область среда облачный поле начинать редеть осадки приобрести вид кратковременный снежный заряд ветер северо-западный м/с ночной температура понизиться
155	вид	1		79-83	расставаться спать использовать подушка самый серьезный вид доказывать вагнер вообще думать бразилец мяч мочь проживать
156	вид	1		119-122	милиция придирчиво исследовавший жаждавший зрелище молодежь публика собираться разношерстный здесь внушительный старичок ровесник 44-летний кинчев молодой большинство жизнерадостный племя
157	вид	1		104-106	машина маленький подпрыгивать ухаб противотанковый пушчонка машина необычайно добротный вид дверца толстый аккуратный цифра
158	вид	2		103-106	грот строить большой готический ворота фантазия придумать собственно украшение вид художественный глаз хозяин нравиться пустота оставаться здесь густой сень береза
159	вид	2		95-98	род советский рублевка невиданный время комфорт консьержа подъезд ,вид кремль река фонтан двор дом набережная дом
160	вид	2		89-93	появляться табличка «молитвенный комната «ислам аг» наклеивать картинка вид мекка воссоздать следователь путь развитие группа свидетельствовать взгляд атт
161	вид	5		15-17	появляться новый вид компьютерный червь использовать имя известный американский актриса дженнифер лопес скрипт называться
162	вид	5		84-88	служить сухопутный войска треть внутренний остальной другой вид вооружать сила география калининград хабаровск призывник проходить альтернативный
163	вид	5		88-92	успех проблема долго перечислять достижение поприще разработка новый вид вооружение подтверждать перевод контрактный основа сержант старшина непременно
